! Time(s)	BldPitch1(rad)	BldPitch2(rad)	BldPitch3(rad)	GenTq(Nm)	Azimuth(rad)
18.65000000	0.00000000	0.00000000	0.00000000	9812023.00000000	18.65000000
18.67500000	0.00000000	0.00000000	0.00000000	9812023.00000000	18.67500000
18.70000000	0.00000000	0.00000000	0.00000000	9812023.00000000	18.70000000
18.72500000	0.00000000	0.00000000	0.00000000	9812023.00000000	18.72500000
18.75000000	0.00000000	0.00000000	0.00000000	9812023.00000000	18.75000000
18.77500000	0.00000000	0.00000000	0.00000000	9812023.00000000	18.77500000
18.80000000	0.00000000	0.00000000	0.00000000	9812023.00000000	18.80000000
18.82500000	0.00000000	0.00000000	0.00000000	9812023.00000000	18.82500000
18.85000000	0.00000000	0.00000000	0.00000000	9812023.00000000	18.85000000
18.87500000	0.00000000	0.00000000	0.00000000	9812023.00000000	18.87500000
18.90000000	0.00000000	0.00000000	0.00000000	9812023.00000000	18.90000000
18.92500000	0.00000000	0.00000000	0.00000000	9812023.00000000	18.92500000
18.95000000	0.00000000	0.00000000	0.00000000	9812023.00000000	18.95000000
18.97500000	0.00000000	0.00000000	0.00000000	9812023.00000000	18.97500000
19.00000000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.00000000
19.02500000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.02500000
19.05000000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.05000000
19.07500000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.07500000
19.10000000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.10000000
19.12500000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.12500000
19.15000000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.15000000
19.17500000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.17500000
19.20000000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.20000000
19.22500000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.22500000
19.25000000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.25000000
19.27500000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.27500000
19.30000000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.30000000
19.32500000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.32500000
19.35000000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.35000000
19.37500000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.37500000
19.40000000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.40000000
19.42500000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.42500000
19.45000000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.45000000
19.47500000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.47500000
19.50000000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.50000000
19.52500000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.52500000
19.55000000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.55000000
19.57500000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.57500000
19.60000000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.60000000
19.62500000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.62500000
19.65000000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.65000000
19.67500000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.67500000
19.70000000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.70000000
19.72500000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.72500000
19.75000000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.75000000
19.77500000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.77500000
19.80000000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.80000000
19.82500000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.82500000
19.85000000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.85000000
19.87500000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.87500000
19.90000000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.90000000
19.92500000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.92500000
19.95000000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.95000000
19.97500000	0.00000000	0.00000000	0.00000000	9812023.00000000	19.97500000
20.00000000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.00000000
20.02500000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.02500000
20.05000000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.05000000
20.07500000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.07500000
20.10000000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.10000000
20.12500000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.12500000
20.15000000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.15000000
20.17500000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.17500000
20.20000000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.20000000
20.22500000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.22500000
20.25000000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.25000000
20.27500000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.27500000
20.30000000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.30000000
20.32500000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.32500000
20.35000000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.35000000
20.37500000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.37500000
20.40000000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.40000000
20.42500000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.42500000
20.45000000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.45000000
20.47500000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.47500000
20.50000000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.50000000
20.52500000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.52500000
20.55000000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.55000000
20.57500000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.57500000
20.60000000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.60000000
20.62500000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.62500000
20.65000000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.65000000
20.67500000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.67500000
20.70000000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.70000000
20.72500000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.72500000
20.75000000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.75000000
20.77500000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.77500000
20.80000000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.80000000
20.82500000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.82500000
20.85000000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.85000000
20.87500000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.87500000
20.90000000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.90000000
20.92500000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.92500000
20.95000000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.95000000
20.97500000	0.00000000	0.00000000	0.00000000	9812023.00000000	20.97500000
21.00000000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.00000000
21.02500000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.02500000
21.05000000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.05000000
21.07500000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.07500000
21.10000000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.10000000
21.12500000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.12500000
21.15000000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.15000000
21.17500000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.17500000
21.20000000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.20000000
21.22500000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.22500000
21.25000000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.25000000
21.27500000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.27500000
21.30000000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.30000000
21.32500000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.32500000
21.35000000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.35000000
21.37500000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.37500000
21.40000000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.40000000
21.42500000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.42500000
21.45000000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.45000000
21.47500000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.47500000
21.50000000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.50000000
21.52500000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.52500000
21.55000000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.55000000
21.57500000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.57500000
21.60000000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.60000000
21.62500000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.62500000
21.65000000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.65000000
21.67500000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.67500000
21.70000000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.70000000
21.72500000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.72500000
21.75000000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.75000000
21.77500000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.77500000
21.80000000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.80000000
21.82500000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.82500000
21.85000000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.85000000
21.87500000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.87500000
21.90000000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.90000000
21.92500000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.92500000
21.95000000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.95000000
21.97500000	0.00000000	0.00000000	0.00000000	9812023.00000000	21.97500000
22.00000000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.00000000
22.02500000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.02500000
22.05000000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.05000000
22.07500000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.07500000
22.10000000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.10000000
22.12500000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.12500000
22.15000000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.15000000
22.17500000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.17500000
22.20000000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.20000000
22.22500000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.22500000
22.25000000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.25000000
22.27500000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.27500000
22.30000000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.30000000
22.32500000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.32500000
22.35000000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.35000000
22.37500000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.37500000
22.40000000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.40000000
22.42500000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.42500000
22.45000000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.45000000
22.47500000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.47500000
22.50000000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.50000000
22.52500000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.52500000
22.55000000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.55000000
22.57500000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.57500000
22.60000000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.60000000
22.62500000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.62500000
22.65000000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.65000000
22.67500000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.67500000
22.70000000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.70000000
22.72500000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.72500000
22.75000000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.75000000
22.77500000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.77500000
22.80000000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.80000000
22.82500000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.82500000
22.85000000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.85000000
22.87500000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.87500000
22.90000000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.90000000
22.92500000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.92500000
22.95000000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.95000000
22.97500000	0.00000000	0.00000000	0.00000000	9812023.00000000	22.97500000
23.00000000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.00000000
23.02500000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.02500000
23.05000000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.05000000
23.07500000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.07500000
23.10000000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.10000000
23.12500000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.12500000
23.15000000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.15000000
23.17500000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.17500000
23.20000000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.20000000
23.22500000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.22500000
23.25000000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.25000000
23.27500000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.27500000
23.30000000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.30000000
23.32500000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.32500000
23.35000000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.35000000
23.37500000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.37500000
23.40000000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.40000000
23.42500000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.42500000
23.45000000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.45000000
23.47500000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.47500000
23.50000000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.50000000
23.52500000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.52500000
23.55000000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.55000000
23.57500000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.57500000
23.60000000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.60000000
23.62500000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.62500000
23.65000000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.65000000
23.67500000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.67500000
23.70000000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.70000000
23.72500000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.72500000
23.75000000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.75000000
23.77500000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.77500000
23.80000000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.80000000
23.82500000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.82500000
23.85000000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.85000000
23.87500000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.87500000
23.90000000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.90000000
23.92500000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.92500000
23.95000000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.95000000
23.97500000	0.00000000	0.00000000	0.00000000	9812023.00000000	23.97500000
24.00000000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.00000000
24.02500000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.02500000
24.05000000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.05000000
24.07500000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.07500000
24.10000000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.10000000
24.12500000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.12500000
24.15000000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.15000000
24.17500000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.17500000
24.20000000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.20000000
24.22500000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.22500000
24.25000000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.25000000
24.27500000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.27500000
24.30000000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.30000000
24.32500000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.32500000
24.35000000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.35000000
24.37500000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.37500000
24.40000000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.40000000
24.42500000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.42500000
24.45000000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.45000000
24.47500000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.47500000
24.50000000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.50000000
24.52500000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.52500000
24.55000000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.55000000
24.57500000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.57500000
24.60000000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.60000000
24.62500000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.62500000
24.65000000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.65000000
24.67500000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.67500000
24.70000000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.70000000
24.72500000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.72500000
24.75000000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.75000000
24.77500000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.77500000
24.80000000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.80000000
24.82500000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.82500000
24.85000000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.85000000
24.87500000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.87500000
24.90000000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.90000000
24.92500000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.92500000
24.95000000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.95000000
24.97500000	0.00000000	0.00000000	0.00000000	9812023.00000000	24.97500000
25.00000000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.00000000
25.02500000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.02500000
25.05000000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.05000000
25.07500000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.07500000
25.10000000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.10000000
25.12500000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.12500000
25.15000000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.15000000
25.17500000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.17500000
25.20000000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.20000000
25.22500000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.22500000
25.25000000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.25000000
25.27500000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.27500000
25.30000000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.30000000
25.32500000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.32500000
25.35000000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.35000000
25.37500000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.37500000
25.40000000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.40000000
25.42500000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.42500000
25.45000000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.45000000
25.47500000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.47500000
25.50000000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.50000000
25.52500000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.52500000
25.55000000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.55000000
25.57500000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.57500000
25.60000000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.60000000
25.62500000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.62500000
25.65000000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.65000000
25.67500000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.67500000
25.70000000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.70000000
25.72500000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.72500000
25.75000000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.75000000
25.77500000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.77500000
25.80000000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.80000000
25.82500000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.82500000
25.85000000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.85000000
25.87500000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.87500000
25.90000000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.90000000
25.92500000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.92500000
25.95000000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.95000000
25.97500000	0.00000000	0.00000000	0.00000000	9812023.00000000	25.97500000
26.00000000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.00000000
26.02500000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.02500000
26.05000000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.05000000
26.07500000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.07500000
26.10000000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.10000000
26.12500000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.12500000
26.15000000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.15000000
26.17500000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.17500000
26.20000000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.20000000
26.22500000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.22500000
26.25000000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.25000000
26.27500000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.27500000
26.30000000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.30000000
26.32500000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.32500000
26.35000000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.35000000
26.37500000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.37500000
26.40000000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.40000000
26.42500000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.42500000
26.45000000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.45000000
26.47500000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.47500000
26.50000000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.50000000
26.52500000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.52500000
26.55000000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.55000000
26.57500000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.57500000
26.60000000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.60000000
26.62500000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.62500000
26.65000000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.65000000
26.67500000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.67500000
26.70000000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.70000000
26.72500000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.72500000
26.75000000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.75000000
26.77500000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.77500000
26.80000000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.80000000
26.82500000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.82500000
26.85000000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.85000000
26.87500000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.87500000
26.90000000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.90000000
26.92500000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.92500000
26.95000000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.95000000
26.97500000	0.00000000	0.00000000	0.00000000	9812023.00000000	26.97500000
27.00000000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.00000000
27.02500000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.02500000
27.05000000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.05000000
27.07500000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.07500000
27.10000000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.10000000
27.12500000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.12500000
27.15000000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.15000000
27.17500000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.17500000
27.20000000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.20000000
27.22500000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.22500000
27.25000000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.25000000
27.27500000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.27500000
27.30000000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.30000000
27.32500000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.32500000
27.35000000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.35000000
27.37500000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.37500000
27.40000000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.40000000
27.42500000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.42500000
27.45000000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.45000000
27.47500000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.47500000
27.50000000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.50000000
27.52500000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.52500000
27.55000000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.55000000
27.57500000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.57500000
27.60000000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.60000000
27.62500000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.62500000
27.65000000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.65000000
27.67500000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.67500000
27.70000000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.70000000
27.72500000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.72500000
27.75000000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.75000000
27.77500000	0.00000000	0.00000000	0.00000000	9812023.00000000	27.77500000
