! Time(s)	BldPitch1(rad)	BldPitch2(rad)	BldPitch3(rad)	GenTq(Nm)	YawRate(rad/s)
28.65000000	-0.01545518	-0.01545518	-0.01545518	40000.00000000	0.00097382
28.67500000	-0.01555343	-0.01555343	-0.01555343	40000.00000000	0.00097346
28.70000000	-0.01565153	-0.01565153	-0.01565153	40000.00000000	0.00097310
28.72500000	-0.01574947	-0.01574947	-0.01574947	40000.00000000	0.00097274
28.75000000	-0.01584726	-0.01584726	-0.01584726	40000.00000000	0.00097237
28.77500000	-0.01594489	-0.01594489	-0.01594489	40000.00000000	0.00097200
28.80000000	-0.01604236	-0.01604236	-0.01604236	40000.00000000	0.00097163
28.82500000	-0.01613968	-0.01613968	-0.01613968	40000.00000000	0.00097126
28.85000000	-0.01623684	-0.01623684	-0.01623684	40000.00000000	0.00097088
28.87500000	-0.01633383	-0.01633383	-0.01633383	40000.00000000	0.00097051
28.90000000	-0.01643067	-0.01643067	-0.01643067	40000.00000000	0.00097013
28.92500000	-0.01652734	-0.01652734	-0.01652734	40000.00000000	0.00096974
28.95000000	-0.01662385	-0.01662385	-0.01662385	40000.00000000	0.00096936
28.97500000	-0.01672019	-0.01672019	-0.01672019	40000.00000000	0.00096897
29.00000000	-0.01681638	-0.01681638	-0.01681638	40000.00000000	0.00096858
29.02500000	-0.01691239	-0.01691239	-0.01691239	40000.00000000	0.00096819
29.05000000	-0.01700824	-0.01700824	-0.01700824	40000.00000000	0.00096780
29.07500000	-0.01710392	-0.01710392	-0.01710392	40000.00000000	0.00096740
29.10000000	-0.01719943	-0.01719943	-0.01719943	40000.00000000	0.00096700
29.12500000	-0.01729477	-0.01729477	-0.01729477	40000.00000000	0.00096660
29.15000000	-0.01738994	-0.01738994	-0.01738994	40000.00000000	0.00096620
29.17500000	-0.01748494	-0.01748494	-0.01748494	40000.00000000	0.00096579
29.20000000	-0.01757977	-0.01757977	-0.01757977	40000.00000000	0.00096538
29.22500000	-0.01767442	-0.01767442	-0.01767442	40000.00000000	0.00096497
29.25000000	-0.01776890	-0.01776890	-0.01776890	40000.00000000	0.00096456
29.27500000	-0.01786320	-0.01786320	-0.01786320	40000.00000000	0.00096414
29.30000000	-0.01795733	-0.01795733	-0.01795733	40000.00000000	0.00096372
29.32500000	-0.01805128	-0.01805128	-0.01805128	40000.00000000	0.00096330
29.35000000	-0.01814505	-0.01814505	-0.01814505	40000.00000000	0.00096288
29.37500000	-0.01823864	-0.01823864	-0.01823864	40000.00000000	0.00096246
29.40000000	-0.01833205	-0.01833205	-0.01833205	40000.00000000	0.00096203
29.42500000	-0.01842528	-0.01842528	-0.01842528	40000.00000000	0.00096160
29.45000000	-0.01851833	-0.01851833	-0.01851833	40000.00000000	0.00096117
29.47500000	-0.01861120	-0.01861120	-0.01861120	40000.00000000	0.00096073
29.50000000	-0.01870388	-0.01870388	-0.01870388	40000.00000000	0.00096029
29.52500000	-0.01879638	-0.01879638	-0.01879638	40000.00000000	0.00095985
29.55000000	-0.01888870	-0.01888870	-0.01888870	40000.00000000	0.00095941
29.57500000	-0.01898082	-0.01898082	-0.01898082	40000.00000000	0.00095897
29.60000000	-0.01907276	-0.01907276	-0.01907276	40000.00000000	0.00095852
29.62500000	-0.01916451	-0.01916451	-0.01916451	40000.00000000	0.00095807
29.65000000	-0.01925607	-0.01925607	-0.01925607	40000.00000000	0.00095762
29.67500000	-0.01934745	-0.01934745	-0.01934745	40000.00000000	0.00095717
29.70000000	-0.01943863	-0.01943863	-0.01943863	40000.00000000	0.00095671
29.72500000	-0.01952962	-0.01952962	-0.01952962	40000.00000000	0.00095625
29.75000000	-0.01962041	-0.01962041	-0.01962041	40000.00000000	0.00095579
29.77500000	-0.01971101	-0.01971101	-0.01971101	40000.00000000	0.00095533
29.80000000	-0.01980142	-0.01980142	-0.01980142	40000.00000000	0.00095486
29.82500000	-0.01989163	-0.01989163	-0.01989163	40000.00000000	0.00095440
29.85000000	-0.01998165	-0.01998165	-0.01998165	40000.00000000	0.00095393
29.87500000	-0.02007147	-0.02007147	-0.02007147	40000.00000000	0.00095345
29.90000000	-0.02016109	-0.02016109	-0.02016109	40000.00000000	0.00095298
29.92500000	-0.02025051	-0.02025051	-0.02025051	40000.00000000	0.00095250
29.95000000	-0.02033973	-0.02033973	-0.02033973	40000.00000000	0.00095202
29.97500000	-0.02042876	-0.02042876	-0.02042876	40000.00000000	0.00095154
30.00000000	-0.02051758	-0.02051758	-0.02051758	40000.00000000	0.00095106
30.02500000	-0.02060619	-0.02060619	-0.02060619	40000.00000000	0.00095057
30.05000000	-0.02069461	-0.02069461	-0.02069461	40000.00000000	0.00095008
30.07500000	-0.02078282	-0.02078282	-0.02078282	40000.00000000	0.00094959
30.10000000	-0.02087082	-0.02087082	-0.02087082	40000.00000000	0.00094910
30.12500000	-0.02095862	-0.02095862	-0.02095862	40000.00000000	0.00094860
30.15000000	-0.02104621	-0.02104621	-0.02104621	40000.00000000	0.00094810
30.17500000	-0.02113360	-0.02113360	-0.02113360	40000.00000000	0.00094760
30.20000000	-0.02122077	-0.02122077	-0.02122077	40000.00000000	0.00094710
30.22500000	-0.02130774	-0.02130774	-0.02130774	40000.00000000	0.00094659
30.25000000	-0.02139449	-0.02139449	-0.02139449	40000.00000000	0.00094609
30.27500000	-0.02148104	-0.02148104	-0.02148104	40000.00000000	0.00094558
30.30000000	-0.02156737	-0.02156737	-0.02156737	40000.00000000	0.00094506
30.32500000	-0.02165349	-0.02165349	-0.02165349	40000.00000000	0.00094455
30.35000000	-0.02173939	-0.02173939	-0.02173939	40000.00000000	0.00094403
30.37500000	-0.02182509	-0.02182509	-0.02182509	40000.00000000	0.00094351
30.40000000	-0.02191056	-0.02191056	-0.02191056	40000.00000000	0.00094299
30.42500000	-0.02199582	-0.02199582	-0.02199582	40000.00000000	0.00094247
30.45000000	-0.02208086	-0.02208086	-0.02208086	40000.00000000	0.00094194
30.47500000	-0.02216569	-0.02216569	-0.02216569	40000.00000000	0.00094141
30.50000000	-0.02225029	-0.02225029	-0.02225029	40000.00000000	0.00094088
30.52500000	-0.02233468	-0.02233468	-0.02233468	40000.00000000	0.00094035
30.55000000	-0.02241885	-0.02241885	-0.02241885	40000.00000000	0.00093981
30.57500000	-0.02250279	-0.02250279	-0.02250279	40000.00000000	0.00093927
30.60000000	-0.02258651	-0.02258651	-0.02258651	40000.00000000	0.00093873
30.62500000	-0.02267001	-0.02267001	-0.02267001	40000.00000000	0.00093819
30.65000000	-0.02275329	-0.02275329	-0.02275329	40000.00000000	0.00093765
30.67500000	-0.02283634	-0.02283634	-0.02283634	40000.00000000	0.00093710
30.70000000	-0.02291917	-0.02291917	-0.02291917	40000.00000000	0.00093655
30.72500000	-0.02300177	-0.02300177	-0.02300177	40000.00000000	0.00093600
30.75000000	-0.02308414	-0.02308414	-0.02308414	40000.00000000	0.00093544
30.77500000	-0.02316628	-0.02316628	-0.02316628	40000.00000000	0.00093489
30.80000000	-0.02324820	-0.02324820	-0.02324820	40000.00000000	0.00093433
30.82500000	-0.02332989	-0.02332989	-0.02332989	40000.00000000	0.00093377
30.85000000	-0.02341134	-0.02341134	-0.02341134	40000.00000000	0.00093320
30.87500000	-0.02349257	-0.02349257	-0.02349257	40000.00000000	0.00093264
30.90000000	-0.02357356	-0.02357356	-0.02357356	40000.00000000	0.00093207
30.92500000	-0.02365432	-0.02365432	-0.02365432	40000.00000000	0.00093150
30.95000000	-0.02373485	-0.02373485	-0.02373485	40000.00000000	0.00093093
30.97500000	-0.02381514	-0.02381514	-0.02381514	40000.00000000	0.00093035
31.00000000	-0.02389520	-0.02389520	-0.02389520	40000.00000000	0.00092978
31.02500000	-0.02397502	-0.02397502	-0.02397502	40000.00000000	0.00092920
31.05000000	-0.02405461	-0.02405461	-0.02405461	40000.00000000	0.00092862
31.07500000	-0.02413396	-0.02413396	-0.02413396	40000.00000000	0.00092803
31.10000000	-0.02421307	-0.02421307	-0.02421307	40000.00000000	0.00092745
31.12500000	-0.02429194	-0.02429194	-0.02429194	40000.00000000	0.00092686
31.15000000	-0.02437057	-0.02437057	-0.02437057	40000.00000000	0.00092627
31.17500000	-0.02444896	-0.02444896	-0.02444896	40000.00000000	0.00092567
31.20000000	-0.02452711	-0.02452711	-0.02452711	40000.00000000	0.00092508
31.22500000	-0.02460502	-0.02460502	-0.02460502	40000.00000000	0.00092448
31.25000000	-0.02468268	-0.02468268	-0.02468268	40000.00000000	0.00092388
31.27500000	-0.02476010	-0.02476010	-0.02476010	40000.00000000	0.00092328
31.30000000	-0.02483728	-0.02483728	-0.02483728	40000.00000000	0.00092267
31.32500000	-0.02491421	-0.02491421	-0.02491421	40000.00000000	0.00092207
31.35000000	-0.02499090	-0.02499090	-0.02499090	40000.00000000	0.00092146
31.37500000	-0.02506734	-0.02506734	-0.02506734	40000.00000000	0.00092085
31.40000000	-0.02514353	-0.02514353	-0.02514353	40000.00000000	0.00092023
31.42500000	-0.02521947	-0.02521947	-0.02521947	40000.00000000	0.00091962
31.45000000	-0.02529517	-0.02529517	-0.02529517	40000.00000000	0.00091900
31.47500000	-0.02537061	-0.02537061	-0.02537061	40000.00000000	0.00091838
31.50000000	-0.02544581	-0.02544581	-0.02544581	40000.00000000	0.00091775
31.52500000	-0.02552075	-0.02552075	-0.02552075	40000.00000000	0.00091713
31.55000000	-0.02559544	-0.02559544	-0.02559544	40000.00000000	0.00091650
31.57500000	-0.02566988	-0.02566988	-0.02566988	40000.00000000	0.00091587
31.60000000	-0.02574406	-0.02574406	-0.02574406	40000.00000000	0.00091524
31.62500000	-0.02581800	-0.02581800	-0.02581800	40000.00000000	0.00091461
31.65000000	-0.02589167	-0.02589167	-0.02589167	40000.00000000	0.00091397
31.67500000	-0.02596509	-0.02596509	-0.02596509	40000.00000000	0.00091333
31.70000000	-0.02603826	-0.02603826	-0.02603826	40000.00000000	0.00091269
31.72500000	-0.02611117	-0.02611117	-0.02611117	40000.00000000	0.00091205
31.75000000	-0.02618382	-0.02618382	-0.02618382	40000.00000000	0.00091140
31.77500000	-0.02625621	-0.02625621	-0.02625621	40000.00000000	0.00091076
31.80000000	-0.02632834	-0.02632834	-0.02632834	40000.00000000	0.00091011
31.82500000	-0.02640021	-0.02640021	-0.02640021	40000.00000000	0.00090945
31.85000000	-0.02647182	-0.02647182	-0.02647182	40000.00000000	0.00090880
31.87500000	-0.02654318	-0.02654318	-0.02654318	40000.00000000	0.00090814
31.90000000	-0.02661426	-0.02661426	-0.02661426	40000.00000000	0.00090748
31.92500000	-0.02668509	-0.02668509	-0.02668509	40000.00000000	0.00090682
31.95000000	-0.02675565	-0.02675565	-0.02675565	40000.00000000	0.00090616
31.97500000	-0.02682595	-0.02682595	-0.02682595	40000.00000000	0.00090549
32.00000000	-0.02689599	-0.02689599	-0.02689599	40000.00000000	0.00090483
32.02500000	-0.02696575	-0.02696575	-0.02696575	40000.00000000	0.00090416
32.05000000	-0.02703526	-0.02703526	-0.02703526	40000.00000000	0.00090348
32.07500000	-0.02710449	-0.02710449	-0.02710449	40000.00000000	0.00090281
32.10000000	-0.02717346	-0.02717346	-0.02717346	40000.00000000	0.00090213
32.12500000	-0.02724216	-0.02724216	-0.02724216	40000.00000000	0.00090146
32.15000000	-0.02731059	-0.02731059	-0.02731059	40000.00000000	0.00090077
32.17500000	-0.02737875	-0.02737875	-0.02737875	40000.00000000	0.00090009
32.20000000	-0.02744664	-0.02744664	-0.02744664	40000.00000000	0.00089941
32.22500000	-0.02751426	-0.02751426	-0.02751426	40000.00000000	0.00089872
32.25000000	-0.02758161	-0.02758161	-0.02758161	40000.00000000	0.00089803
32.27500000	-0.02764869	-0.02764869	-0.02764869	40000.00000000	0.00089734
32.30000000	-0.02771549	-0.02771549	-0.02771549	40000.00000000	0.00089664
32.32500000	-0.02778202	-0.02778202	-0.02778202	40000.00000000	0.00089594
32.35000000	-0.02784828	-0.02784828	-0.02784828	40000.00000000	0.00089525
32.37500000	-0.02791426	-0.02791426	-0.02791426	40000.00000000	0.00089454
32.40000000	-0.02797997	-0.02797997	-0.02797997	40000.00000000	0.00089384
32.42500000	-0.02804540	-0.02804540	-0.02804540	40000.00000000	0.00089314
32.45000000	-0.02811055	-0.02811055	-0.02811055	40000.00000000	0.00089243
32.47500000	-0.02817542	-0.02817542	-0.02817542	40000.00000000	0.00089172
32.50000000	-0.02824002	-0.02824002	-0.02824002	40000.00000000	0.00089101
32.52500000	-0.02830434	-0.02830434	-0.02830434	40000.00000000	0.00089029
32.55000000	-0.02836838	-0.02836838	-0.02836838	40000.00000000	0.00088958
32.57500000	-0.02843214	-0.02843214	-0.02843214	40000.00000000	0.00088886
32.60000000	-0.02849562	-0.02849562	-0.02849562	40000.00000000	0.00088814
32.62500000	-0.02855881	-0.02855881	-0.02855881	40000.00000000	0.00088741
32.65000000	-0.02862173	-0.02862173	-0.02862173	40000.00000000	0.00088669
32.67500000	-0.02868436	-0.02868436	-0.02868436	40000.00000000	0.00088596
32.70000000	-0.02874671	-0.02874671	-0.02874671	40000.00000000	0.00088523
32.72500000	-0.02880878	-0.02880878	-0.02880878	40000.00000000	0.00088450
32.75000000	-0.02887056	-0.02887056	-0.02887056	40000.00000000	0.00088377
32.77500000	-0.02893206	-0.02893206	-0.02893206	40000.00000000	0.00088303
32.80000000	-0.02899327	-0.02899327	-0.02899327	40000.00000000	0.00088229
32.82500000	-0.02905419	-0.02905419	-0.02905419	40000.00000000	0.00088155
32.85000000	-0.02911483	-0.02911483	-0.02911483	40000.00000000	0.00088081
32.87500000	-0.02917518	-0.02917518	-0.02917518	40000.00000000	0.00088006
32.90000000	-0.02923524	-0.02923524	-0.02923524	40000.00000000	0.00087932
32.92500000	-0.02929502	-0.02929502	-0.02929502	40000.00000000	0.00087857
32.95000000	-0.02935450	-0.02935450	-0.02935450	40000.00000000	0.00087782
32.97500000	-0.02941370	-0.02941370	-0.02941370	40000.00000000	0.00087706
33.00000000	-0.02947260	-0.02947260	-0.02947260	40000.00000000	0.00087631
33.02500000	-0.02953122	-0.02953122	-0.02953122	40000.00000000	0.00087555
33.05000000	-0.02958954	-0.02958954	-0.02958954	40000.00000000	0.00087479
33.07500000	-0.02964757	-0.02964757	-0.02964757	40000.00000000	0.00087403
33.10000000	-0.02970531	-0.02970531	-0.02970531	40000.00000000	0.00087326
33.12500000	-0.02976276	-0.02976276	-0.02976276	40000.00000000	0.00087250
33.15000000	-0.02981991	-0.02981991	-0.02981991	40000.00000000	0.00087173
33.17500000	-0.02987676	-0.02987676	-0.02987676	40000.00000000	0.00087096
33.20000000	-0.02993333	-0.02993333	-0.02993333	40000.00000000	0.00087018
33.22500000	-0.02998959	-0.02998959	-0.02998959	40000.00000000	0.00086941
33.25000000	-0.03004556	-0.03004556	-0.03004556	40000.00000000	0.00086863
33.27500000	-0.03010124	-0.03010124	-0.03010124	40000.00000000	0.00086785
33.30000000	-0.03015662	-0.03015662	-0.03015662	40000.00000000	0.00086707
33.32500000	-0.03021170	-0.03021170	-0.03021170	40000.00000000	0.00086629
33.35000000	-0.03026648	-0.03026648	-0.03026648	40000.00000000	0.00086550
33.37500000	-0.03032096	-0.03032096	-0.03032096	40000.00000000	0.00086471
33.40000000	-0.03037514	-0.03037514	-0.03037514	40000.00000000	0.00086392
33.42500000	-0.03042903	-0.03042903	-0.03042903	40000.00000000	0.00086313
33.45000000	-0.03048261	-0.03048261	-0.03048261	40000.00000000	0.00086234
33.47500000	-0.03053589	-0.03053589	-0.03053589	40000.00000000	0.00086154
33.50000000	-0.03058887	-0.03058887	-0.03058887	40000.00000000	0.00086074
33.52500000	-0.03064155	-0.03064155	-0.03064155	40000.00000000	0.00085994
33.55000000	-0.03069393	-0.03069393	-0.03069393	40000.00000000	0.00085914
33.57500000	-0.03074600	-0.03074600	-0.03074600	40000.00000000	0.00085833
33.60000000	-0.03079777	-0.03079777	-0.03079777	40000.00000000	0.00085753
33.62500000	-0.03084924	-0.03084924	-0.03084924	40000.00000000	0.00085672
33.65000000	-0.03090040	-0.03090040	-0.03090040	40000.00000000	0.00085591
33.67500000	-0.03095126	-0.03095126	-0.03095126	40000.00000000	0.00085509
33.70000000	-0.03100181	-0.03100181	-0.03100181	40000.00000000	0.00085428
33.72500000	-0.03105206	-0.03105206	-0.03105206	40000.00000000	0.00085346
33.75000000	-0.03110200	-0.03110200	-0.03110200	40000.00000000	0.00085264
33.77500000	-0.03115163	-0.03115163	-0.03115163	40000.00000000	0.00085182
33.80000000	-0.03120095	-0.03120095	-0.03120095	40000.00000000	0.00085099
33.82500000	-0.03124997	-0.03124997	-0.03124997	40000.00000000	0.00085017
33.85000000	-0.03129868	-0.03129868	-0.03129868	40000.00000000	0.00084934
33.87500000	-0.03134708	-0.03134708	-0.03134708	40000.00000000	0.00084851
33.90000000	-0.03139517	-0.03139517	-0.03139517	40000.00000000	0.00084768
33.92500000	-0.03144295	-0.03144295	-0.03144295	40000.00000000	0.00084684
33.95000000	-0.03149042	-0.03149042	-0.03149042	40000.00000000	0.00084601
33.97500000	-0.03153757	-0.03153757	-0.03153757	40000.00000000	0.00084517
34.00000000	-0.03158442	-0.03158442	-0.03158442	40000.00000000	0.00084433
34.02500000	-0.03163096	-0.03163096	-0.03163096	40000.00000000	0.00084349
34.05000000	-0.03167718	-0.03167718	-0.03167718	40000.00000000	0.00084264
34.07500000	-0.03172309	-0.03172309	-0.03172309	40000.00000000	0.00084179
34.10000000	-0.03176869	-0.03176869	-0.03176869	40000.00000000	0.00084094
34.12500000	-0.03181398	-0.03181398	-0.03181398	40000.00000000	0.00084009
34.15000000	-0.03185895	-0.03185895	-0.03185895	40000.00000000	0.00083924
34.17500000	-0.03190360	-0.03190360	-0.03190360	40000.00000000	0.00083839
34.20000000	-0.03194794	-0.03194794	-0.03194794	40000.00000000	0.00083753
34.22500000	-0.03199197	-0.03199197	-0.03199197	40000.00000000	0.00083667
34.25000000	-0.03203568	-0.03203568	-0.03203568	40000.00000000	0.00083581
34.27500000	-0.03207907	-0.03207907	-0.03207907	40000.00000000	0.00083494
34.30000000	-0.03212215	-0.03212215	-0.03212215	40000.00000000	0.00083408
34.32500000	-0.03216491	-0.03216491	-0.03216491	40000.00000000	0.00083321
34.35000000	-0.03220735	-0.03220735	-0.03220735	40000.00000000	0.00083234
34.37500000	-0.03224948	-0.03224948	-0.03224948	40000.00000000	0.00083147
34.40000000	-0.03229129	-0.03229129	-0.03229129	40000.00000000	0.00083060
34.42500000	-0.03233277	-0.03233277	-0.03233277	40000.00000000	0.00082972
34.45000000	-0.03237394	-0.03237394	-0.03237394	40000.00000000	0.00082884
34.47500000	-0.03241479	-0.03241479	-0.03241479	40000.00000000	0.00082796
34.50000000	-0.03245532	-0.03245532	-0.03245532	40000.00000000	0.00082708
34.52500000	-0.03249553	-0.03249553	-0.03249553	40000.00000000	0.00082620
34.55000000	-0.03253542	-0.03253542	-0.03253542	40000.00000000	0.00082531
34.57500000	-0.03257499	-0.03257499	-0.03257499	40000.00000000	0.00082442
34.60000000	-0.03261423	-0.03261423	-0.03261423	40000.00000000	0.00082353
34.62500000	-0.03265316	-0.03265316	-0.03265316	40000.00000000	0.00082264
34.65000000	-0.03269176	-0.03269176	-0.03269176	40000.00000000	0.00082175
34.67500000	-0.03273004	-0.03273004	-0.03273004	40000.00000000	0.00082085
34.70000000	-0.03276799	-0.03276799	-0.03276799	40000.00000000	0.00081995
34.72500000	-0.03280563	-0.03280563	-0.03280563	40000.00000000	0.00081905
34.75000000	-0.03284293	-0.03284293	-0.03284293	40000.00000000	0.00081815
34.77500000	-0.03287992	-0.03287992	-0.03287992	40000.00000000	0.00081725
34.80000000	-0.03291658	-0.03291658	-0.03291658	40000.00000000	0.00081634
34.82500000	-0.03295291	-0.03295291	-0.03295291	40000.00000000	0.00081543
34.85000000	-0.03298892	-0.03298892	-0.03298892	40000.00000000	0.00081452
34.87500000	-0.03302461	-0.03302461	-0.03302461	40000.00000000	0.00081361
34.90000000	-0.03305997	-0.03305997	-0.03305997	40000.00000000	0.00081269
34.92500000	-0.03309500	-0.03309500	-0.03309500	40000.00000000	0.00081178
34.95000000	-0.03312971	-0.03312971	-0.03312971	40000.00000000	0.00081086
34.97500000	-0.03316408	-0.03316408	-0.03316408	40000.00000000	0.00080994
35.00000000	-0.03319814	-0.03319814	-0.03319814	40000.00000000	0.00080902
35.02500000	-0.03323186	-0.03323186	-0.03323186	40000.00000000	0.00080809
35.05000000	-0.03326525	-0.03326525	-0.03326525	40000.00000000	0.00080717
35.07500000	-0.03329832	-0.03329832	-0.03329832	40000.00000000	0.00080624
35.10000000	-0.03333106	-0.03333106	-0.03333106	40000.00000000	0.00080531
35.12500000	-0.03336347	-0.03336347	-0.03336347	40000.00000000	0.00080438
35.15000000	-0.03339555	-0.03339555	-0.03339555	40000.00000000	0.00080344
35.17500000	-0.03342730	-0.03342730	-0.03342730	40000.00000000	0.00080251
35.20000000	-0.03345872	-0.03345872	-0.03345872	40000.00000000	0.00080157
35.22500000	-0.03348981	-0.03348981	-0.03348981	40000.00000000	0.00080063
35.25000000	-0.03352057	-0.03352057	-0.03352057	40000.00000000	0.00079968
35.27500000	-0.03355100	-0.03355100	-0.03355100	40000.00000000	0.00079874
35.30000000	-0.03358110	-0.03358110	-0.03358110	40000.00000000	0.00079779
35.32500000	-0.03361087	-0.03361087	-0.03361087	40000.00000000	0.00079685
35.35000000	-0.03364030	-0.03364030	-0.03364030	40000.00000000	0.00079590
35.37500000	-0.03366941	-0.03366941	-0.03366941	40000.00000000	0.00079494
35.40000000	-0.03369818	-0.03369818	-0.03369818	40000.00000000	0.00079399
35.42500000	-0.03372661	-0.03372661	-0.03372661	40000.00000000	0.00079303
35.45000000	-0.03375472	-0.03375472	-0.03375472	40000.00000000	0.00079208
35.47500000	-0.03378249	-0.03378249	-0.03378249	40000.00000000	0.00079112
35.50000000	-0.03380993	-0.03380993	-0.03380993	40000.00000000	0.00079016
35.52500000	-0.03383704	-0.03383704	-0.03383704	40000.00000000	0.00078919
35.55000000	-0.03386381	-0.03386381	-0.03386381	40000.00000000	0.00078823
35.57500000	-0.03389024	-0.03389024	-0.03389024	40000.00000000	0.00078726
35.60000000	-0.03391635	-0.03391635	-0.03391635	40000.00000000	0.00078629
35.62500000	-0.03394211	-0.03394211	-0.03394211	40000.00000000	0.00078532
35.65000000	-0.03396755	-0.03396755	-0.03396755	40000.00000000	0.00078434
35.67500000	-0.03399264	-0.03399264	-0.03399264	40000.00000000	0.00078337
35.70000000	-0.03401741	-0.03401741	-0.03401741	40000.00000000	0.00078239
35.72500000	-0.03404183	-0.03404183	-0.03404183	40000.00000000	0.00078141
35.75000000	-0.03406592	-0.03406592	-0.03406592	40000.00000000	0.00078043
35.77500000	-0.03408968	-0.03408968	-0.03408968	40000.00000000	0.00077945
35.80000000	-0.03411309	-0.03411309	-0.03411309	40000.00000000	0.00077846
35.82500000	-0.03413617	-0.03413617	-0.03413617	40000.00000000	0.00077748
35.85000000	-0.03415892	-0.03415892	-0.03415892	40000.00000000	0.00077649
35.87500000	-0.03418132	-0.03418132	-0.03418132	40000.00000000	0.00077550
35.90000000	-0.03420339	-0.03420339	-0.03420339	40000.00000000	0.00077450
35.92500000	-0.03422513	-0.03422513	-0.03422513	40000.00000000	0.00077351
35.95000000	-0.03424652	-0.03424652	-0.03424652	40000.00000000	0.00077251
35.97500000	-0.03426758	-0.03426758	-0.03426758	40000.00000000	0.00077151
36.00000000	-0.03428829	-0.03428829	-0.03428829	40000.00000000	0.00077051
36.02500000	-0.03430867	-0.03430867	-0.03430867	40000.00000000	0.00076951
36.05000000	-0.03432871	-0.03432871	-0.03432871	40000.00000000	0.00076851
36.07500000	-0.03434842	-0.03434842	-0.03434842	40000.00000000	0.00076750
36.10000000	-0.03436778	-0.03436778	-0.03436778	40000.00000000	0.00076649
36.12500000	-0.03438680	-0.03438680	-0.03438680	40000.00000000	0.00076548
36.15000000	-0.03440549	-0.03440549	-0.03440549	40000.00000000	0.00076447
36.17500000	-0.03442383	-0.03442383	-0.03442383	40000.00000000	0.00076346
36.20000000	-0.03444184	-0.03444184	-0.03444184	40000.00000000	0.00076244
36.22500000	-0.03445950	-0.03445950	-0.03445950	40000.00000000	0.00076143
36.25000000	-0.03447683	-0.03447683	-0.03447683	40000.00000000	0.00076041
36.27500000	-0.03449381	-0.03449381	-0.03449381	40000.00000000	0.00075938
36.30000000	-0.03451046	-0.03451046	-0.03451046	40000.00000000	0.00075836
36.32500000	-0.03452676	-0.03452676	-0.03452676	40000.00000000	0.00075734
36.35000000	-0.03454272	-0.03454272	-0.03454272	40000.00000000	0.00075631
36.37500000	-0.03455834	-0.03455834	-0.03455834	40000.00000000	0.00075528
36.40000000	-0.03457363	-0.03457363	-0.03457363	40000.00000000	0.00075425
36.42500000	-0.03458857	-0.03458857	-0.03458857	40000.00000000	0.00075322
36.45000000	-0.03460316	-0.03460316	-0.03460316	40000.00000000	0.00075218
36.47500000	-0.03461742	-0.03461742	-0.03461742	40000.00000000	0.00075115
36.50000000	-0.03463134	-0.03463134	-0.03463134	40000.00000000	0.00075011
36.52500000	-0.03464491	-0.03464491	-0.03464491	40000.00000000	0.00074907
36.55000000	-0.03465814	-0.03465814	-0.03465814	40000.00000000	0.00074803
36.57500000	-0.03467103	-0.03467103	-0.03467103	40000.00000000	0.00074699
36.60000000	-0.03468358	-0.03468358	-0.03468358	40000.00000000	0.00074594
36.62500000	-0.03469578	-0.03469578	-0.03469578	40000.00000000	0.00074489
36.65000000	-0.03470765	-0.03470765	-0.03470765	40000.00000000	0.00074385
36.67500000	-0.03471917	-0.03471917	-0.03471917	40000.00000000	0.00074279
36.70000000	-0.03473034	-0.03473034	-0.03473034	40000.00000000	0.00074174
36.72500000	-0.03474118	-0.03474118	-0.03474118	40000.00000000	0.00074069
36.75000000	-0.03475167	-0.03475167	-0.03475167	40000.00000000	0.00073963
36.77500000	-0.03476182	-0.03476182	-0.03476182	40000.00000000	0.00073857
36.80000000	-0.03477162	-0.03477162	-0.03477162	40000.00000000	0.00073751
36.82500000	-0.03478108	-0.03478108	-0.03478108	40000.00000000	0.00073645
36.85000000	-0.03479020	-0.03479020	-0.03479020	40000.00000000	0.00073539
36.87500000	-0.03479898	-0.03479898	-0.03479898	40000.00000000	0.00073432
36.90000000	-0.03480741	-0.03480741	-0.03480741	40000.00000000	0.00073326
36.92500000	-0.03481550	-0.03481550	-0.03481550	40000.00000000	0.00073219
36.95000000	-0.03482325	-0.03482325	-0.03482325	40000.00000000	0.00073112
36.97500000	-0.03483065	-0.03483065	-0.03483065	40000.00000000	0.00073004
37.00000000	-0.03483770	-0.03483770	-0.03483770	40000.00000000	0.00072897
37.02500000	-0.03484442	-0.03484442	-0.03484442	40000.00000000	0.00072789
37.05000000	-0.03485079	-0.03485079	-0.03485079	40000.00000000	0.00072681
37.07500000	-0.03485681	-0.03485681	-0.03485681	40000.00000000	0.00072573
37.10000000	-0.03486250	-0.03486250	-0.03486250	40000.00000000	0.00072465
37.12500000	-0.03486783	-0.03486783	-0.03486783	40000.00000000	0.00072357
37.15000000	-0.03487283	-0.03487283	-0.03487283	40000.00000000	0.00072248
37.17500000	-0.03487748	-0.03487748	-0.03487748	40000.00000000	0.00072140
37.20000000	-0.03488178	-0.03488178	-0.03488178	40000.00000000	0.00072031
37.22500000	-0.03488574	-0.03488574	-0.03488574	40000.00000000	0.00071922
37.25000000	-0.03488936	-0.03488936	-0.03488936	40000.00000000	0.00071813
37.27500000	-0.03489263	-0.03489263	-0.03489263	40000.00000000	0.00071703
37.30000000	-0.03489556	-0.03489556	-0.03489556	40000.00000000	0.00071594
37.32500000	-0.03489814	-0.03489814	-0.03489814	40000.00000000	0.00071484
