! Time(s)	BldPitch1(rad)	BldPitch2(rad)	BldPitch3(rad)	GenTq(Nm)	YawRate(rad/s)	Cable1(m)	StC1(N)
33.02500000	-0.02953122	-0.02953122	-0.02953122	40000.00000000	0.00087555	0.41863916	994191.32504023
33.05000000	-0.02958954	-0.02958954	-0.02958954	40000.00000000	0.00087479	0.41818503	994661.83102412
33.07500000	-0.02964757	-0.02964757	-0.02964757	40000.00000000	0.00087403	0.41773595	995132.45555044
33.10000000	-0.02970531	-0.02970531	-0.02970531	40000.00000000	0.00087326	0.41729194	995603.18816821
33.12500000	-0.02976276	-0.02976276	-0.02976276	40000.00000000	0.00087250	0.41685304	996074.01842409
33.15000000	-0.02981991	-0.02981991	-0.02981991	40000.00000000	0.00087173	0.41641926	996544.93586255
33.17500000	-0.02987676	-0.02987676	-0.02987676	40000.00000000	0.00087096	0.41599064	997015.93002613
33.20000000	-0.02993333	-0.02993333	-0.02993333	40000.00000000	0.00087018	0.41556721	997486.99045567
33.22500000	-0.02998959	-0.02998959	-0.02998959	40000.00000000	0.00086941	0.41514898	997958.10669052
33.25000000	-0.03004556	-0.03004556	-0.03004556	40000.00000000	0.00086863	0.41473598	998429.26826882
33.27500000	-0.03010124	-0.03010124	-0.03010124	40000.00000000	0.00086785	0.41432825	998900.46472768
33.30000000	-0.03015662	-0.03015662	-0.03015662	40000.00000000	0.00086707	0.41392580	999371.68560344
33.32500000	-0.03021170	-0.03021170	-0.03021170	40000.00000000	0.00086629	0.41352866	999842.92043192
33.35000000	-0.03026648	-0.03026648	-0.03026648	40000.00000000	0.00086550	0.41313685	1000314.15874859
33.37500000	-0.03032096	-0.03032096	-0.03032096	40000.00000000	0.00086471	0.41275040	1000785.39008887
33.40000000	-0.03037514	-0.03037514	-0.03037514	40000.00000000	0.00086392	0.41236933	1001256.60398834
33.42500000	-0.03042903	-0.03042903	-0.03042903	40000.00000000	0.00086313	0.41199367	1001727.78998294
33.45000000	-0.03048261	-0.03048261	-0.03048261	40000.00000000	0.00086234	0.41162344	1002198.93760925
33.47500000	-0.03053589	-0.03053589	-0.03053589	40000.00000000	0.00086154	0.41125866	1002670.03640471
33.50000000	-0.03058887	-0.03058887	-0.03058887	40000.00000000	0.00086074	0.41089935	1003141.07590781
33.52500000	-0.03064155	-0.03064155	-0.03064155	40000.00000000	0.00085994	0.41054554	1003612.04565840
33.55000000	-0.03069393	-0.03069393	-0.03069393	40000.00000000	0.00085914	0.41019724	1004082.93519785
33.57500000	-0.03074600	-0.03074600	-0.03074600	40000.00000000	0.00085833	0.40985449	1004553.73406932
33.60000000	-0.03079777	-0.03079777	-0.03079777	40000.00000000	0.00085753	0.40951729	1005024.43181798
33.62500000	-0.03084924	-0.03084924	-0.03084924	40000.00000000	0.00085672	0.40918568	1005495.01799124
33.65000000	-0.03090040	-0.03090040	-0.03090040	40000.00000000	0.00085591	0.40885967	1005965.48213902
33.67500000	-0.03095126	-0.03095126	-0.03095126	40000.00000000	0.00085509	0.40853928	1006435.81381390
33.70000000	-0.03100181	-0.03100181	-0.03100181	40000.00000000	0.00085428	0.40822454	1006906.00257144
33.72500000	-0.03105206	-0.03105206	-0.03105206	40000.00000000	0.00085346	0.40791545	1007376.03797036
33.75000000	-0.03110200	-0.03110200	-0.03110200	40000.00000000	0.00085264	0.40761205	1007845.90957278
33.77500000	-0.03115163	-0.03115163	-0.03115163	40000.00000000	0.00085182	0.40731434	1008315.60694448
33.80000000	-0.03120095	-0.03120095	-0.03120095	40000.00000000	0.00085099	0.40702235	1008785.11965507
33.82500000	-0.03124997	-0.03124997	-0.03124997	40000.00000000	0.00085017	0.40673610	1009254.43727831
33.85000000	-0.03129868	-0.03129868	-0.03129868	40000.00000000	0.00084934	0.40645560	1009723.54939224
33.87500000	-0.03134708	-0.03134708	-0.03134708	40000.00000000	0.00084851	0.40618087	1010192.44557950
33.90000000	-0.03139517	-0.03139517	-0.03139517	40000.00000000	0.00084768	0.40591192	1010661.11542753
33.92500000	-0.03144295	-0.03144295	-0.03144295	40000.00000000	0.00084684	0.40564878	1011129.54852875
33.95000000	-0.03149042	-0.03149042	-0.03149042	40000.00000000	0.00084601	0.40539146	1011597.73448090
33.97500000	-0.03153757	-0.03153757	-0.03153757	40000.00000000	0.00084517	0.40513998	1012065.66288715
34.00000000	-0.03158442	-0.03158442	-0.03158442	40000.00000000	0.00084433	0.40489435	1012533.32335643
34.02500000	-0.03163096	-0.03163096	-0.03163096	40000.00000000	0.00084349	0.40465458	1013000.70550360
34.05000000	-0.03167718	-0.03167718	-0.03167718	40000.00000000	0.00084264	0.40442070	1013467.79894972
34.07500000	-0.03172309	-0.03172309	-0.03172309	40000.00000000	0.00084179	0.40419271	1013934.59332222
34.10000000	-0.03176869	-0.03176869	-0.03176869	40000.00000000	0.00084094	0.40397063	1014401.07825523
34.12500000	-0.03181398	-0.03181398	-0.03181398	40000.00000000	0.00084009	0.40375448	1014867.24338969
34.15000000	-0.03185895	-0.03185895	-0.03185895	40000.00000000	0.00083924	0.40354426	1015333.07837370
34.17500000	-0.03190360	-0.03190360	-0.03190360	40000.00000000	0.00083839	0.40333999	1015798.57286264
34.20000000	-0.03194794	-0.03194794	-0.03194794	40000.00000000	0.00083753	0.40314168	1016263.71651949
34.22500000	-0.03199197	-0.03199197	-0.03199197	40000.00000000	0.00083667	0.40294935	1016728.49901500
34.25000000	-0.03203568	-0.03203568	-0.03203568	40000.00000000	0.00083581	0.40276301	1017192.91002794
34.27500000	-0.03207907	-0.03207907	-0.03207907	40000.00000000	0.00083494	0.40258266	1017656.93924535
34.30000000	-0.03212215	-0.03212215	-0.03212215	40000.00000000	0.00083408	0.40240832	1018120.57636271
34.32500000	-0.03216491	-0.03216491	-0.03216491	40000.00000000	0.00083321	0.40224001	1018583.81108426
34.35000000	-0.03220735	-0.03220735	-0.03220735	40000.00000000	0.00083234	0.40207772	1019046.63312312
34.37500000	-0.03224948	-0.03224948	-0.03224948	40000.00000000	0.00083147	0.40192147	1019509.03220161
34.40000000	-0.03229129	-0.03229129	-0.03229129	40000.00000000	0.00083060	0.40177127	1019970.99805144
34.42500000	-0.03233277	-0.03233277	-0.03233277	40000.00000000	0.00082972	0.40162714	1020432.52041393
34.45000000	-0.03237394	-0.03237394	-0.03237394	40000.00000000	0.00082884	0.40148907	1020893.58904024
34.47500000	-0.03241479	-0.03241479	-0.03241479	40000.00000000	0.00082796	0.40135707	1021354.19369163
34.50000000	-0.03245532	-0.03245532	-0.03245532	40000.00000000	0.00082708	0.40123117	1021814.32413965
34.52500000	-0.03249553	-0.03249553	-0.03249553	40000.00000000	0.00082620	0.40111135	1022273.97016638
34.55000000	-0.03253542	-0.03253542	-0.03253542	40000.00000000	0.00082531	0.40099763	1022733.12156466
34.57500000	-0.03257499	-0.03257499	-0.03257499	40000.00000000	0.00082442	0.40089003	1023191.76813832
34.60000000	-0.03261423	-0.03261423	-0.03261423	40000.00000000	0.00082353	0.40078853	1023649.89970237
34.62500000	-0.03265316	-0.03265316	-0.03265316	40000.00000000	0.00082264	0.40069315	1024107.50608330
34.65000000	-0.03269176	-0.03269176	-0.03269176	40000.00000000	0.00082175	0.40060390	1024564.57711924
34.67500000	-0.03273004	-0.03273004	-0.03273004	40000.00000000	0.00082085	0.40052079	1025021.10266021
34.70000000	-0.03276799	-0.03276799	-0.03276799	40000.00000000	0.00081995	0.40044380	1025477.07256834
34.72500000	-0.03280563	-0.03280563	-0.03280563	40000.00000000	0.00081905	0.40037296	1025932.47671810
34.75000000	-0.03284293	-0.03284293	-0.03284293	40000.00000000	0.00081815	0.40030827	1026387.30499654
34.77500000	-0.03287992	-0.03287992	-0.03287992	40000.00000000	0.00081725	0.40024972	1026841.54730347
34.80000000	-0.03291658	-0.03291658	-0.03291658	40000.00000000	0.00081634	0.40019733	1027295.19355173
34.82500000	-0.03295291	-0.03295291	-0.03295291	40000.00000000	0.00081543	0.40015109	1027748.23366740
34.85000000	-0.03298892	-0.03298892	-0.03298892	40000.00000000	0.00081452	0.40011101	1028200.65759001
34.87500000	-0.03302461	-0.03302461	-0.03302461	40000.00000000	0.00081361	0.40007710	1028652.45527278
34.90000000	-0.03305997	-0.03305997	-0.03305997	40000.00000000	0.00081269	0.40004934	1029103.61668283
34.92500000	-0.03309500	-0.03309500	-0.03309500	40000.00000000	0.00081178	0.40002776	1029554.13180141
34.95000000	-0.03312971	-0.03312971	-0.03312971	40000.00000000	0.00081086	0.40001234	1030003.99062413
34.97500000	-0.03316408	-0.03316408	-0.03316408	40000.00000000	0.00080994	0.40000308	1030453.18316116
35.00000000	-0.03319814	-0.03319814	-0.03319814	40000.00000000	0.00080902	0.40000000	1030901.69943749
35.02500000	-0.03323186	-0.03323186	-0.03323186	40000.00000000	0.00080809	0.40000308	1031349.52949311
35.05000000	-0.03326525	-0.03326525	-0.03326525	40000.00000000	0.00080717	0.40001234	1031796.66338324
35.07500000	-0.03329832	-0.03329832	-0.03329832	40000.00000000	0.00080624	0.40002776	1032243.09117858
35.10000000	-0.03333106	-0.03333106	-0.03333106	40000.00000000	0.00080531	0.40004934	1032688.80296549
35.12500000	-0.03336347	-0.03336347	-0.03336347	40000.00000000	0.00080438	0.40007710	1033133.78884626
35.15000000	-0.03339555	-0.03339555	-0.03339555	40000.00000000	0.00080344	0.40011101	1033578.03893926
35.17500000	-0.03342730	-0.03342730	-0.03342730	40000.00000000	0.00080251	0.40015109	1034021.54337923
35.20000000	-0.03345872	-0.03345872	-0.03345872	40000.00000000	0.00080157	0.40019733	1034464.29231745
35.22500000	-0.03348981	-0.03348981	-0.03348981	40000.00000000	0.00080063	0.40024972	1034906.27592200
35.25000000	-0.03352057	-0.03352057	-0.03352057	40000.00000000	0.00079968	0.40030827	1035347.48437793
35.27500000	-0.03355100	-0.03355100	-0.03355100	40000.00000000	0.00079874	0.40037296	1035787.90788751
35.30000000	-0.03358110	-0.03358110	-0.03358110	40000.00000000	0.00079779	0.40044380	1036227.53667045
35.32500000	-0.03361087	-0.03361087	-0.03361087	40000.00000000	0.00079685	0.40052079	1036666.36096411
35.35000000	-0.03364030	-0.03364030	-0.03364030	40000.00000000	0.00079590	0.40060390	1037104.37102370
35.37500000	-0.03366941	-0.03366941	-0.03366941	40000.00000000	0.00079494	0.40069315	1037541.55712253
35.40000000	-0.03369818	-0.03369818	-0.03369818	40000.00000000	0.00079399	0.40078853	1037977.90955218
35.42500000	-0.03372661	-0.03372661	-0.03372661	40000.00000000	0.00079303	0.40089003	1038413.41862277
35.45000000	-0.03375472	-0.03375472	-0.03375472	40000.00000000	0.00079208	0.40099763	1038848.07466314
35.47500000	-0.03378249	-0.03378249	-0.03378249	40000.00000000	0.00079112	0.40111135	1039281.86802106
35.50000000	-0.03380993	-0.03380993	-0.03380993	40000.00000000	0.00079016	0.40123117	1039714.78906348
35.52500000	-0.03383704	-0.03383704	-0.03383704	40000.00000000	0.00078919	0.40135707	1040146.82817670
35.55000000	-0.03386381	-0.03386381	-0.03386381	40000.00000000	0.00078823	0.40148907	1040577.97576662
35.57500000	-0.03389024	-0.03389024	-0.03389024	40000.00000000	0.00078726	0.40162714	1041008.22225893
35.60000000	-0.03391635	-0.03391635	-0.03391635	40000.00000000	0.00078629	0.40177127	1041437.55809933
35.62500000	-0.03394211	-0.03394211	-0.03394211	40000.00000000	0.00078532	0.40192147	1041865.97375374
35.65000000	-0.03396755	-0.03396755	-0.03396755	40000.00000000	0.00078434	0.40207772	1042293.45970853
35.67500000	-0.03399264	-0.03399264	-0.03399264	40000.00000000	0.00078337	0.40224001	1042720.00647069
35.70000000	-0.03401741	-0.03401741	-0.03401741	40000.00000000	0.00078239	0.40240832	1043145.60456810
35.72500000	-0.03404183	-0.03404183	-0.03404183	40000.00000000	0.00078141	0.40258266	1043570.24454966
35.75000000	-0.03406592	-0.03406592	-0.03406592	40000.00000000	0.00078043	0.40276301	1043993.91698559
35.77500000	-0.03408968	-0.03408968	-0.03408968	40000.00000000	0.00077945	0.40294935	1044416.61246758
35.80000000	-0.03411309	-0.03411309	-0.03411309	40000.00000000	0.00077846	0.40314168	1044838.32160900
35.82500000	-0.03413617	-0.03413617	-0.03413617	40000.00000000	0.00077748	0.40333999	1045259.03504515
35.85000000	-0.03415892	-0.03415892	-0.03415892	40000.00000000	0.00077649	0.40354426	1045678.74343343
35.87500000	-0.03418132	-0.03418132	-0.03418132	40000.00000000	0.00077550	0.40375448	1046097.43745355
35.90000000	-0.03420339	-0.03420339	-0.03420339	40000.00000000	0.00077450	0.40397063	1046515.10780775
35.92500000	-0.03422513	-0.03422513	-0.03422513	40000.00000000	0.00077351	0.40419271	1046931.74522100
35.95000000	-0.03424652	-0.03424652	-0.03424652	40000.00000000	0.00077251	0.40442070	1047347.34044123
35.97500000	-0.03426758	-0.03426758	-0.03426758	40000.00000000	0.00077151	0.40465458	1047761.88423949
36.00000000	-0.03428829	-0.03428829	-0.03428829	40000.00000000	0.00077051	0.40489435	1048175.36741017
36.02500000	-0.03430867	-0.03430867	-0.03430867	40000.00000000	0.00076951	0.40513998	1048587.78077125
36.05000000	-0.03432871	-0.03432871	-0.03432871	40000.00000000	0.00076851	0.40539146	1048999.11516442
36.07500000	-0.03434842	-0.03434842	-0.03434842	40000.00000000	0.00076750	0.40564878	1049409.36145538
36.10000000	-0.03436778	-0.03436778	-0.03436778	40000.00000000	0.00076649	0.40591192	1049818.51053395
36.12500000	-0.03438680	-0.03438680	-0.03438680	40000.00000000	0.00076548	0.40618087	1050226.55331434
36.15000000	-0.03440549	-0.03440549	-0.03440549	40000.00000000	0.00076447	0.40645560	1050633.48073531
36.17500000	-0.03442383	-0.03442383	-0.03442383	40000.00000000	0.00076346	0.40673610	1051039.28376042
36.20000000	-0.03444184	-0.03444184	-0.03444184	40000.00000000	0.00076244	0.40702235	1051443.95337815
36.22500000	-0.03445950	-0.03445950	-0.03445950	40000.00000000	0.00076143	0.40731434	1051847.48060220
36.25000000	-0.03447683	-0.03447683	-0.03447683	40000.00000000	0.00076041	0.40761205	1052249.85647159
36.27500000	-0.03449381	-0.03449381	-0.03449381	40000.00000000	0.00075938	0.40791545	1052651.07205096
36.30000000	-0.03451046	-0.03451046	-0.03451046	40000.00000000	0.00075836	0.40822454	1053051.11843067
36.32500000	-0.03452676	-0.03452676	-0.03452676	40000.00000000	0.00075734	0.40853928	1053449.98672707
36.35000000	-0.03454272	-0.03454272	-0.03454272	40000.00000000	0.00075631	0.40885967	1053847.66808267
36.37500000	-0.03455834	-0.03455834	-0.03455834	40000.00000000	0.00075528	0.40918568	1054244.15366631
36.40000000	-0.03457363	-0.03457363	-0.03457363	40000.00000000	0.00075425	0.40951729	1054639.43467343
36.42500000	-0.03458857	-0.03458857	-0.03458857	40000.00000000	0.00075322	0.40985449	1055033.50232618
36.45000000	-0.03460316	-0.03460316	-0.03460316	40000.00000000	0.00075218	0.41019724	1055426.34787367
36.47500000	-0.03461742	-0.03461742	-0.03461742	40000.00000000	0.00075115	0.41054554	1055817.96259215
36.50000000	-0.03463134	-0.03463134	-0.03463134	40000.00000000	0.00075011	0.41089935	1056208.33778521
36.52500000	-0.03464491	-0.03464491	-0.03464491	40000.00000000	0.00074907	0.41125866	1056597.46478395
36.55000000	-0.03465814	-0.03465814	-0.03465814	40000.00000000	0.00074803	0.41162344	1056985.33494719
36.57500000	-0.03467103	-0.03467103	-0.03467103	40000.00000000	0.00074699	0.41199367	1057371.93966167
36.60000000	-0.03468358	-0.03468358	-0.03468358	40000.00000000	0.00074594	0.41236933	1057757.27034223
36.62500000	-0.03469578	-0.03469578	-0.03469578	40000.00000000	0.00074489	0.41275040	1058141.31843198
36.65000000	-0.03470765	-0.03470765	-0.03470765	40000.00000000	0.00074385	0.41313685	1058524.07540255
36.67500000	-0.03471917	-0.03471917	-0.03471917	40000.00000000	0.00074279	0.41352866	1058905.53275421
36.70000000	-0.03473034	-0.03473034	-0.03473034	40000.00000000	0.00074174	0.41392580	1059285.68201611
36.72500000	-0.03474118	-0.03474118	-0.03474118	40000.00000000	0.00074069	0.41432825	1059664.51474642
36.75000000	-0.03475167	-0.03475167	-0.03475167	40000.00000000	0.00073963	0.41473598	1060042.02253259
36.77500000	-0.03476182	-0.03476182	-0.03476182	40000.00000000	0.00073857	0.41514898	1060418.19699145
36.80000000	-0.03477162	-0.03477162	-0.03477162	40000.00000000	0.00073751	0.41556721	1060793.02976946
36.82500000	-0.03478108	-0.03478108	-0.03478108	40000.00000000	0.00073645	0.41599064	1061166.51254287
36.85000000	-0.03479020	-0.03479020	-0.03479020	40000.00000000	0.00073539	0.41641926	1061538.63701792
36.87500000	-0.03479898	-0.03479898	-0.03479898	40000.00000000	0.00073432	0.41685304	1061909.39493098
36.90000000	-0.03480741	-0.03480741	-0.03480741	40000.00000000	0.00073326	0.41729194	1062278.77804881
36.92500000	-0.03481550	-0.03481550	-0.03481550	40000.00000000	0.00073219	0.41773595	1062646.77816867
36.95000000	-0.03482325	-0.03482325	-0.03482325	40000.00000000	0.00073112	0.41818503	1063013.38711854
36.97500000	-0.03483065	-0.03483065	-0.03483065	40000.00000000	0.00073004	0.41863916	1063378.59675729
37.00000000	-0.03483770	-0.03483770	-0.03483770	40000.00000000	0.00072897	0.41909830	1063742.39897487
37.02500000	-0.03484442	-0.03484442	-0.03484442	40000.00000000	0.00072789	0.41956244	1064104.78569248
37.05000000	-0.03485079	-0.03485079	-0.03485079	40000.00000000	0.00072681	0.42003153	1064465.74886276
37.07500000	-0.03485681	-0.03485681	-0.03485681	40000.00000000	0.00072573	0.42050556	1064825.28046995
37.10000000	-0.03486250	-0.03486250	-0.03486250	40000.00000000	0.00072465	0.42098450	1065183.37253009
37.12500000	-0.03486783	-0.03486783	-0.03486783	40000.00000000	0.00072357	0.42146831	1065540.01709118
37.15000000	-0.03487283	-0.03487283	-0.03487283	40000.00000000	0.00072248	0.42195696	1065895.20623337
37.17500000	-0.03487748	-0.03487748	-0.03487748	40000.00000000	0.00072140	0.42245043	1066248.93206913
37.20000000	-0.03488178	-0.03488178	-0.03488178	40000.00000000	0.00072031	0.42294868	1066601.18674343
37.22500000	-0.03488574	-0.03488574	-0.03488574	40000.00000000	0.00071922	0.42345168	1066951.96243388
37.25000000	-0.03488936	-0.03488936	-0.03488936	40000.00000000	0.00071813	0.42395940	1067301.25135098
37.27500000	-0.03489263	-0.03489263	-0.03489263	40000.00000000	0.00071703	0.42447182	1067649.04573820
37.30000000	-0.03489556	-0.03489556	-0.03489556	40000.00000000	0.00071594	0.42498889	1067995.33787224
37.32500000	-0.03489814	-0.03489814	-0.03489814	40000.00000000	0.00071484	0.42551059	1068340.12006313
37.35000000	-0.03490038	-0.03490038	-0.03490038	40000.00000000	0.00071374	0.42603689	1068683.38465444
37.37500000	-0.03490228	-0.03490228	-0.03490228	40000.00000000	0.00071264	0.42656775	1069025.12402344
37.40000000	-0.03490383	-0.03490383	-0.03490383	40000.00000000	0.00071154	0.42710314	1069365.33058128
37.42500000	-0.03490503	-0.03490503	-0.03490503	40000.00000000	0.00071043	0.42764302	1069703.99677313
37.45000000	-0.03490590	-0.03490590	-0.03490590	40000.00000000	0.00070932	0.42818737	1070041.11507838
37.47500000	-0.03490641	-0.03490641	-0.03490641	40000.00000000	0.00070822	0.42873615	1070376.67801079
37.50000000	-0.03490659	-0.03490659	-0.03490659	40000.00000000	0.00070711	0.42928932	1070710.67811865
37.52500000	-0.03490641	-0.03490641	-0.03490641	40000.00000000	0.00070600	0.42984686	1071043.10798498
37.55000000	-0.03490590	-0.03490590	-0.03490590	40000.00000000	0.00070488	0.43040872	1071373.96022764
37.57500000	-0.03490503	-0.03490503	-0.03490503	40000.00000000	0.00070377	0.43097488	1071703.22749954
37.60000000	-0.03490383	-0.03490383	-0.03490383	40000.00000000	0.00070265	0.43154529	1072030.90248879
37.62500000	-0.03490228	-0.03490228	-0.03490228	40000.00000000	0.00070153	0.43211993	1072356.97791884
37.65000000	-0.03490038	-0.03490038	-0.03490038	40000.00000000	0.00070041	0.43269875	1072681.44654869
37.67500000	-0.03489814	-0.03489814	-0.03489814	40000.00000000	0.00069929	0.43328172	1073004.30117299
37.70000000	-0.03489556	-0.03489556	-0.03489556	40000.00000000	0.00069817	0.43386881	1073325.53462226
37.72500000	-0.03489263	-0.03489263	-0.03489263	40000.00000000	0.00069704	0.43445998	1073645.13976299
37.75000000	-0.03488936	-0.03488936	-0.03488936	40000.00000000	0.00069591	0.43505520	1073963.10949786
37.77500000	-0.03488574	-0.03488574	-0.03488574	40000.00000000	0.00069478	0.43565441	1074279.43676585
37.80000000	-0.03488178	-0.03488178	-0.03488178	40000.00000000	0.00069365	0.43625760	1074594.11454242
37.82500000	-0.03487748	-0.03487748	-0.03487748	40000.00000000	0.00069252	0.43686472	1074907.13583965
37.85000000	-0.03487283	-0.03487283	-0.03487283	40000.00000000	0.00069139	0.43747573	1075218.49370641
37.87500000	-0.03486783	-0.03486783	-0.03486783	40000.00000000	0.00069025	0.43809061	1075528.18122852
37.90000000	-0.03486250	-0.03486250	-0.03486250	40000.00000000	0.00068911	0.43870929	1075836.19152887
37.92500000	-0.03485681	-0.03485681	-0.03485681	40000.00000000	0.00068797	0.43933176	1076142.51776762
37.95000000	-0.03485079	-0.03485079	-0.03485079	40000.00000000	0.00068683	0.43995798	1076447.15314231
37.97500000	-0.03484442	-0.03484442	-0.03484442	40000.00000000	0.00068569	0.44058789	1076750.09088803
38.00000000	-0.03483770	-0.03483770	-0.03483770	40000.00000000	0.00068455	0.44122147	1077051.32427758
38.02500000	-0.03483065	-0.03483065	-0.03483065	40000.00000000	0.00068340	0.44185868	1077350.84662159
38.05000000	-0.03482325	-0.03482325	-0.03482325	40000.00000000	0.00068225	0.44249947	1077648.65126871
38.07500000	-0.03481550	-0.03481550	-0.03481550	40000.00000000	0.00068110	0.44314381	1077944.73160571
38.10000000	-0.03480741	-0.03480741	-0.03480741	40000.00000000	0.00067995	0.44379166	1078239.08105766
38.12500000	-0.03479898	-0.03479898	-0.03479898	40000.00000000	0.00067880	0.44444298	1078531.69308807
38.15000000	-0.03479020	-0.03479020	-0.03479020	40000.00000000	0.00067765	0.44509772	1078822.56119904
38.17500000	-0.03478108	-0.03478108	-0.03478108	40000.00000000	0.00067649	0.44575585	1079111.67893138
38.20000000	-0.03477162	-0.03477162	-0.03477162	40000.00000000	0.00067533	0.44641732	1079399.03986478
38.22500000	-0.03476182	-0.03476182	-0.03476182	40000.00000000	0.00067417	0.44708210	1079684.63761794
38.25000000	-0.03475167	-0.03475167	-0.03475167	40000.00000000	0.00067301	0.44775014	1079968.46584871
38.27500000	-0.03474118	-0.03474118	-0.03474118	40000.00000000	0.00067185	0.44842141	1080250.51825424
38.30000000	-0.03473034	-0.03473034	-0.03473034	40000.00000000	0.00067069	0.44909586	1080530.78857111
38.32500000	-0.03471917	-0.03471917	-0.03471917	40000.00000000	0.00066952	0.44977345	1080809.27057549
38.35000000	-0.03470765	-0.03470765	-0.03470765	40000.00000000	0.00066835	0.45045413	1081085.95808324
38.37500000	-0.03469578	-0.03469578	-0.03469578	40000.00000000	0.00066718	0.45113788	1081360.84495008
38.40000000	-0.03468358	-0.03468358	-0.03468358	40000.00000000	0.00066601	0.45182463	1081633.92507172
38.42500000	-0.03467103	-0.03467103	-0.03467103	40000.00000000	0.00066484	0.45251436	1081905.19238398
38.45000000	-0.03465814	-0.03465814	-0.03465814	40000.00000000	0.00066367	0.45320702	1082174.64086296
38.47500000	-0.03464491	-0.03464491	-0.03464491	40000.00000000	0.00066249	0.45390256	1082442.26452512
38.50000000	-0.03463134	-0.03463134	-0.03463134	40000.00000000	0.00066131	0.45460095	1082708.05742746
38.52500000	-0.03461742	-0.03461742	-0.03461742	40000.00000000	0.00066013	0.45530214	1082972.01366763
38.55000000	-0.03460316	-0.03460316	-0.03460316	40000.00000000	0.00065895	0.45600608	1083234.12738407
38.57500000	-0.03458857	-0.03458857	-0.03458857	40000.00000000	0.00065777	0.45671274	1083494.39275613
38.60000000	-0.03457363	-0.03457363	-0.03457363	40000.00000000	0.00065659	0.45742207	1083752.80400421
38.62500000	-0.03455834	-0.03455834	-0.03455834	40000.00000000	0.00065540	0.45813403	1084009.35538989
38.65000000	-0.03454272	-0.03454272	-0.03454272	40000.00000000	0.00065421	0.45884856	1084264.04121604
38.67500000	-0.03452676	-0.03452676	-0.03452676	40000.00000000	0.00065302	0.45956564	1084516.85582696
38.70000000	-0.03451046	-0.03451046	-0.03451046	40000.00000000	0.00065183	0.46028521	1084767.79360851
38.72500000	-0.03449381	-0.03449381	-0.03449381	40000.00000000	0.00065064	0.46100723	1085016.84898821
38.75000000	-0.03447683	-0.03447683	-0.03447683	40000.00000000	0.00064945	0.46173166	1085264.01643541
38.77500000	-0.03445950	-0.03445950	-0.03445950	40000.00000000	0.00064825	0.46245844	1085509.29046136
38.80000000	-0.03444184	-0.03444184	-0.03444184	40000.00000000	0.00064706	0.46318754	1085752.66561937
38.82500000	-0.03442383	-0.03442383	-0.03442383	40000.00000000	0.00064586	0.46391892	1085994.13650490
38.85000000	-0.03440549	-0.03440549	-0.03440549	40000.00000000	0.00064466	0.46465252	1086233.69775573
38.87500000	-0.03438680	-0.03438680	-0.03438680	40000.00000000	0.00064346	0.46538829	1086471.34405202
38.90000000	-0.03436778	-0.03436778	-0.03436778	40000.00000000	0.00064225	0.46612621	1086707.07011645
38.92500000	-0.03434842	-0.03434842	-0.03434842	40000.00000000	0.00064105	0.46686621	1086940.87071436
38.95000000	-0.03432871	-0.03432871	-0.03432871	40000.00000000	0.00063984	0.46760826	1087172.74065385
38.97500000	-0.03430867	-0.03430867	-0.03430867	40000.00000000	0.00063863	0.46835230	1087402.67478587
39.00000000	-0.03428829	-0.03428829	-0.03428829	40000.00000000	0.00063742	0.46909830	1087630.66800439
39.02500000	-0.03426758	-0.03426758	-0.03426758	40000.00000000	0.00063621	0.46984620	1087856.71524644
39.05000000	-0.03424652	-0.03424652	-0.03424652	40000.00000000	0.00063500	0.47059597	1088080.81149230
39.07500000	-0.03422513	-0.03422513	-0.03422513	40000.00000000	0.00063379	0.47134754	1088302.95176556
39.10000000	-0.03420339	-0.03420339	-0.03420339	40000.00000000	0.00063257	0.47210089	1088523.13113325
39.12500000	-0.03418132	-0.03418132	-0.03418132	40000.00000000	0.00063135	0.47285596	1088741.34470593
39.15000000	-0.03415892	-0.03415892	-0.03415892	40000.00000000	0.00063013	0.47361270	1088957.58763783
39.17500000	-0.03413617	-0.03413617	-0.03413617	40000.00000000	0.00062891	0.47437106	1089171.85512695
39.20000000	-0.03411309	-0.03411309	-0.03411309	40000.00000000	0.00062769	0.47513101	1089384.14241513
39.22500000	-0.03408968	-0.03408968	-0.03408968	40000.00000000	0.00062647	0.47589249	1089594.44478820
39.25000000	-0.03406592	-0.03406592	-0.03406592	40000.00000000	0.00062524	0.47665546	1089802.75757606
39.27500000	-0.03404183	-0.03404183	-0.03404183	40000.00000000	0.00062402	0.47741987	1090009.07615281
39.30000000	-0.03401741	-0.03401741	-0.03401741	40000.00000000	0.00062279	0.47818568	1090213.39593682
39.32500000	-0.03399264	-0.03399264	-0.03399264	40000.00000000	0.00062156	0.47895282	1090415.71239084
39.35000000	-0.03396755	-0.03396755	-0.03396755	40000.00000000	0.00062033	0.47972127	1090616.02102213
39.37500000	-0.03394211	-0.03394211	-0.03394211	40000.00000000	0.00061909	0.48049097	1090814.31738251
39.40000000	-0.03391635	-0.03391635	-0.03391635	40000.00000000	0.00061786	0.48126187	1091010.59706850
39.42500000	-0.03389024	-0.03389024	-0.03389024	40000.00000000	0.00061662	0.48203393	1091204.85572141
39.45000000	-0.03386381	-0.03386381	-0.03386381	40000.00000000	0.00061539	0.48280709	1091397.08902741
